Time,Angelo HQ SF Eel Gage Water Temp Outside CS450 degC,Angelo HQ SF Eel Gage Water Temp Outside degC
12/22/2020 6:30,6.483,
12/22/2020 6:35,6.474,
12/22/2020 6:40,6.466,
12/22/2020 6:45,6.458,
12/22/2020 6:50,6.448,
12/22/2020 6:55,6.438,
12/22/2020 7:00,6.429,
12/22/2020 7:05,6.418,
12/22/2020 7:10,6.409,
12/22/2020 7:15,6.398,
12/22/2020 7:20,6.387,
12/22/2020 7:25,6.377,
12/22/2020 7:30,6.368,
12/22/2020 7:35,6.357,
12/22/2020 7:40,6.346,
12/22/2020 7:45,6.335,
12/22/2020 7:50,6.325,
12/22/2020 7:55,6.316,
12/22/2020 8:00,6.306,
12/22/2020 8:05,6.296,
12/22/2020 8:10,6.286,
12/22/2020 8:15,6.275,
12/22/2020 8:20,6.266,
12/22/2020 8:25,6.255,
12/22/2020 8:30,6.246,
12/22/2020 8:35,6.237,
12/22/2020 8:40,6.228,
12/22/2020 8:45,6.218,
12/22/2020 8:50,6.208,
12/22/2020 8:55,6.198,
12/22/2020 9:00,6.188,
12/22/2020 9:05,6.178,
12/22/2020 9:10,6.168,
12/22/2020 9:15,6.158,
12/22/2020 9:20,6.148,
12/22/2020 9:25,6.138,
12/22/2020 9:30,6.129,
12/22/2020 9:35,6.119,
12/22/2020 9:40,6.107,
12/22/2020 9:45,6.098,
12/22/2020 9:50,6.09,
12/22/2020 9:55,6.081,
12/22/2020 10:00,6.074,
12/22/2020 10:05,6.067,
12/22/2020 10:10,6.058,
12/22/2020 10:15,6.05,
12/22/2020 10:20,6.042,
12/22/2020 10:25,6.034,
12/22/2020 10:30,6.027,
12/22/2020 10:35,6.02,
12/22/2020 10:40,6.013,
12/22/2020 10:45,6.007,
12/22/2020 10:50,6.001,
12/22/2020 10:55,5.995,
12/22/2020 11:00,5.989,
12/22/2020 11:05,5.985,
12/22/2020 11:10,5.981,
12/22/2020 11:15,5.976,
12/22/2020 11:20,5.972,
12/22/2020 11:25,5.969,
12/22/2020 11:30,5.965,
12/22/2020 11:35,5.962,
12/22/2020 11:40,5.959,
12/22/2020 11:45,5.957,
12/22/2020 11:50,5.955,
12/22/2020 11:55,5.954,
12/22/2020 12:00,5.952,
12/22/2020 12:05,5.952,
12/22/2020 12:10,5.951,
12/22/2020 12:15,5.949,
12/22/2020 12:20,5.949,
12/22/2020 12:25,5.948,
12/22/2020 12:30,5.946,
12/22/2020 12:35,5.945,
12/22/2020 12:40,5.944,
12/22/2020 12:45,5.944,
12/22/2020 12:50,5.944,
12/22/2020 12:55,5.945,
12/22/2020 13:00,5.946,
12/22/2020 13:05,5.947,
12/22/2020 13:10,5.949,
12/22/2020 13:15,5.95,
12/22/2020 13:20,5.952,
12/22/2020 13:25,5.955,
12/22/2020 13:30,5.958,
12/22/2020 13:35,5.961,
12/22/2020 13:40,5.965,
12/22/2020 13:45,5.97,
12/22/2020 13:50,5.974,
12/22/2020 13:55,5.979,
12/22/2020 14:00,5.985,
12/22/2020 14:05,5.991,
12/22/2020 14:10,5.997,
12/22/2020 14:15,6.003,
12/22/2020 14:20,6.01,
12/22/2020 14:25,6.017,
12/22/2020 14:30,6.024,
12/22/2020 14:35,6.031,
12/22/2020 14:40,6.038,
12/22/2020 14:45,6.046,
12/22/2020 14:50,6.054,
12/22/2020 14:55,6.063,
12/22/2020 15:00,6.074,
12/22/2020 15:05,6.086,
12/22/2020 15:10,6.098,
12/22/2020 15:15,6.113,
12/22/2020 15:20,6.131,
12/22/2020 15:25,6.145,
12/22/2020 15:30,6.158,
12/22/2020 15:35,6.17,
12/22/2020 15:40,6.181,
12/22/2020 15:45,6.19,
12/22/2020 15:50,6.195,
12/22/2020 15:55,6.198,
12/22/2020 16:00,6.198,
12/22/2020 16:05,6.196,
12/22/2020 16:10,6.19,
12/22/2020 16:15,6.181,
12/22/2020 16:20,6.171,
12/22/2020 16:25,6.159,
12/22/2020 16:30,6.146,
12/22/2020 16:35,6.135,
12/22/2020 16:40,6.122,
12/22/2020 16:45,6.109,
12/22/2020 16:50,6.097,
12/22/2020 16:55,6.083,
12/22/2020 17:00,6.073,
12/22/2020 17:05,6.061,
12/22/2020 17:10,6.049,
12/22/2020 17:15,6.04,
12/22/2020 17:20,6.031,
12/22/2020 17:25,6.024,
12/22/2020 17:30,6.016,
12/22/2020 17:35,6.009,
12/22/2020 17:40,6.003,
12/22/2020 17:45,5.996,
12/22/2020 17:50,5.991,
12/22/2020 17:55,5.986,
12/22/2020 18:00,5.982,
12/22/2020 18:05,5.978,
12/22/2020 18:10,5.974,
12/22/2020 18:15,5.971,
12/22/2020 18:20,5.968,
12/22/2020 18:25,5.965,
12/22/2020 18:30,5.962,
12/22/2020 18:35,5.959,
12/22/2020 18:40,5.957,
12/22/2020 18:45,5.956,
12/22/2020 18:50,5.954,
12/22/2020 18:55,5.952,
12/22/2020 19:00,5.949,
12/22/2020 19:05,5.948,
12/22/2020 19:10,5.947,
12/22/2020 19:15,5.944,
12/22/2020 19:20,5.941,
12/22/2020 19:25,5.939,
12/22/2020 19:30,5.937,
12/22/2020 19:35,5.934,
12/22/2020 19:40,5.932,
12/22/2020 19:45,5.93,
12/22/2020 19:50,5.927,
12/22/2020 19:55,5.924,
12/22/2020 20:00,5.921,
12/22/2020 20:05,5.919,
12/22/2020 20:10,5.916,
12/22/2020 20:15,5.913,
12/22/2020 20:20,5.909,
12/22/2020 20:25,5.905,
12/22/2020 20:30,5.902,
12/22/2020 20:35,5.898,
12/22/2020 20:40,5.894,
12/22/2020 20:45,5.888,
12/22/2020 20:50,5.884,
12/22/2020 20:55,5.88,
12/22/2020 21:00,5.875,
12/22/2020 21:05,5.872,
12/22/2020 21:10,5.867,
12/22/2020 21:15,5.861,
12/22/2020 21:20,5.855,
12/22/2020 21:25,5.849,
12/22/2020 21:30,5.845,
12/22/2020 21:35,5.84,
12/22/2020 21:40,5.835,
12/22/2020 21:45,5.829,
12/22/2020 21:50,5.824,
12/22/2020 21:55,5.817,
12/22/2020 22:00,5.81,
12/22/2020 22:05,5.805,
12/22/2020 22:10,5.798,
12/22/2020 22:15,5.791,
12/22/2020 22:20,5.785,
12/22/2020 22:25,5.778,
12/22/2020 22:30,5.772,
12/22/2020 22:35,5.766,
12/22/2020 22:40,5.76,
12/22/2020 22:45,5.755,
12/22/2020 22:50,5.749,
12/22/2020 22:55,5.741,
12/22/2020 23:00,5.734,
12/22/2020 23:05,5.726,
12/22/2020 23:10,5.72,
12/22/2020 23:15,5.713,
12/22/2020 23:20,5.706,
12/22/2020 23:25,5.699,
12/22/2020 23:30,5.692,
12/22/2020 23:35,5.686,
12/22/2020 23:40,5.677,
12/22/2020 23:45,5.671,
12/22/2020 23:50,5.662,
12/22/2020 23:55,5.656,
12/23/2020 0:00,5.648,
12/23/2020 0:05,5.641,
12/23/2020 0:10,5.634,
12/23/2020 0:15,5.625,
12/23/2020 0:20,5.617,
12/23/2020 0:25,5.609,
12/23/2020 0:30,5.602,
12/23/2020 0:35,5.594,
12/23/2020 0:40,5.584,
12/23/2020 0:45,5.577,
12/23/2020 0:50,5.569,
12/23/2020 0:55,5.561,
12/23/2020 1:00,5.553,
12/23/2020 1:05,5.544,
12/23/2020 1:10,5.537,
12/23/2020 1:15,5.528,
12/23/2020 1:20,5.52,
12/23/2020 1:25,5.511,
12/23/2020 1:30,5.501,
12/23/2020 1:35,5.493,
12/23/2020 1:40,5.485,
12/23/2020 1:45,5.476,
12/23/2020 1:50,5.467,
12/23/2020 1:55,5.458,
12/23/2020 2:00,5.449,
12/23/2020 2:05,5.44,
12/23/2020 2:10,5.431,
12/23/2020 2:15,5.422,
12/23/2020 2:20,5.413,
12/23/2020 2:25,5.405,
12/23/2020 2:30,5.396,
12/23/2020 2:35,5.387,
12/23/2020 2:40,5.378,
12/23/2020 2:45,5.371,
12/23/2020 2:50,5.363,
12/23/2020 2:55,5.354,
12/23/2020 3:00,5.344,
12/23/2020 3:05,5.336,
12/23/2020 3:10,5.328,
12/23/2020 3:15,5.32,
12/23/2020 3:20,5.31,
12/23/2020 3:25,5.302,
12/23/2020 3:30,5.296,
12/23/2020 3:35,5.287,
12/23/2020 3:40,5.28,
12/23/2020 3:45,5.272,
12/23/2020 3:50,5.265,
12/23/2020 3:55,5.256,
12/23/2020 4:00,5.247,
12/23/2020 4:05,5.239,
12/23/2020 4:10,5.232,
12/23/2020 4:15,5.225,
12/23/2020 4:20,5.218,
12/23/2020 4:25,5.21,
12/23/2020 4:30,5.202,
12/23/2020 4:35,5.195,
12/23/2020 4:40,5.187,
12/23/2020 4:45,5.18,
12/23/2020 4:50,5.172,
12/23/2020 4:55,5.166,
12/23/2020 5:00,5.158,
12/23/2020 5:05,5.151,
12/23/2020 5:10,5.142,
12/23/2020 5:15,5.133,
12/23/2020 5:20,5.125,
12/23/2020 5:25,5.118,
12/23/2020 5:30,5.11,
12/23/2020 5:35,5.103,
12/23/2020 5:40,5.094,
12/23/2020 5:45,5.086,
12/23/2020 5:50,5.078,
12/23/2020 5:55,5.068,
12/23/2020 6:00,5.06,
12/23/2020 6:05,5.051,
12/23/2020 6:10,5.043,
12/23/2020 6:15,5.037,
12/23/2020 6:20,5.027,
12/23/2020 6:25,5.018,
12/23/2020 6:30,5.009,
12/23/2020 6:35,5.001,
12/23/2020 6:40,4.992,
12/23/2020 6:45,4.984,
12/23/2020 6:50,4.975,
12/23/2020 6:55,4.966,
12/23/2020 7:00,4.957,
12/23/2020 7:05,4.948,
12/23/2020 7:10,4.94,
12/23/2020 7:15,4.931,
12/23/2020 7:20,4.921,
12/23/2020 7:25,4.913,
12/23/2020 7:30,4.903,
12/23/2020 7:35,4.895,
12/23/2020 7:40,4.885,
12/23/2020 7:45,4.877,
12/23/2020 7:50,4.869,
12/23/2020 7:55,4.86,
12/23/2020 8:00,4.85,
12/23/2020 8:05,4.841,
12/23/2020 8:10,4.832,
12/23/2020 8:15,4.823,
12/23/2020 8:20,4.815,
12/23/2020 8:25,4.805,
12/23/2020 8:30,4.796,
12/23/2020 8:35,4.786,
12/23/2020 8:40,4.779,
12/23/2020 8:45,4.771,
12/23/2020 8:50,4.761,
12/23/2020 8:55,4.752,
12/23/2020 9:00,4.741,
12/23/2020 9:05,4.734,
12/23/2020 9:10,4.724,
12/23/2020 9:15,4.715,
12/23/2020 9:20,4.708,
12/23/2020 9:25,4.698,
12/23/2020 9:30,4.69,
12/23/2020 9:35,4.682,
12/23/2020 9:40,4.673,
12/23/2020 9:45,4.664,
12/23/2020 9:50,4.656,
12/23/2020 9:55,4.646,
12/23/2020 10:00,4.639,
12/23/2020 10:05,4.631,
12/23/2020 10:10,4.622,
12/23/2020 10:15,4.614,
12/23/2020 10:20,4.608,
12/23/2020 10:25,4.6,
12/23/2020 10:30,4.594,
12/23/2020 10:35,4.587,
12/23/2020 10:40,4.579,
12/23/2020 10:45,4.573,
12/23/2020 10:50,4.567,
12/23/2020 10:55,4.561,
12/23/2020 11:00,4.555,
12/23/2020 11:05,4.549,
12/23/2020 11:10,4.544,
12/23/2020 11:15,4.539,
12/23/2020 11:20,4.533,
12/23/2020 11:25,4.528,
12/23/2020 11:30,4.523,
12/23/2020 11:35,4.519,
12/23/2020 11:40,4.516,
12/23/2020 11:45,4.512,
12/23/2020 11:50,4.508,
12/23/2020 11:55,4.503,
12/23/2020 12:00,4.499,
12/23/2020 12:05,4.495,
12/23/2020 12:10,4.492,
12/23/2020 12:15,4.488,
12/23/2020 12:20,4.484,
12/23/2020 12:25,4.482,
12/23/2020 12:30,4.48,
12/23/2020 12:35,4.476,
12/23/2020 12:40,4.474,
12/23/2020 12:45,4.472,
12/23/2020 12:50,4.47,
12/23/2020 12:55,4.468,
12/23/2020 13:00,4.466,
12/23/2020 13:05,4.466,
12/23/2020 13:10,4.466,
12/23/2020 13:15,4.465,
12/23/2020 13:20,4.465,
12/23/2020 13:25,4.465,
12/23/2020 13:30,4.466,
12/23/2020 13:35,4.467,
12/23/2020 13:40,4.469,
12/23/2020 13:45,4.471,
12/23/2020 13:50,4.474,
12/23/2020 13:55,4.478,
12/23/2020 14:00,4.482,
12/23/2020 14:05,4.486,
12/23/2020 14:10,4.491,
12/23/2020 14:15,4.496,
12/23/2020 14:20,4.501,
12/23/2020 14:25,4.507,
12/23/2020 14:30,4.514,
12/23/2020 14:35,4.521,
12/23/2020 14:40,4.528,
12/23/2020 14:45,4.538,
12/23/2020 14:50,4.547,
12/23/2020 14:55,4.556,
12/23/2020 15:00,4.565,
12/23/2020 15:05,4.577,
12/23/2020 15:10,4.589,
12/23/2020 15:15,4.605,
12/23/2020 15:20,4.62,
12/23/2020 15:25,4.635,
12/23/2020 15:30,4.651,
12/23/2020 15:35,4.666,
12/23/2020 15:40,4.685,
12/23/2020 15:45,4.702,
12/23/2020 15:50,4.716,
12/23/2020 15:55,4.729,
12/23/2020 16:00,4.741,
12/23/2020 16:05,4.748,
12/23/2020 16:10,4.752,
12/23/2020 16:15,4.753,
12/23/2020 16:20,4.75,
12/23/2020 16:25,4.745,
12/23/2020 16:30,4.738,
12/23/2020 16:35,4.729,
12/23/2020 16:40,4.719,
12/23/2020 16:45,4.706,
12/23/2020 16:50,4.693,
12/23/2020 16:55,4.68,
12/23/2020 17:00,4.667,
12/23/2020 17:05,4.655,
12/23/2020 17:10,4.642,
12/23/2020 17:15,4.63,
12/23/2020 17:20,4.618,
12/23/2020 17:25,4.605,
12/23/2020 17:30,4.593,
12/23/2020 17:35,4.584,
12/23/2020 17:40,4.573,
12/23/2020 17:45,4.562,
12/23/2020 17:50,4.554,
12/23/2020 17:55,4.546,
12/23/2020 18:00,4.539,
12/23/2020 18:05,4.533,
12/23/2020 18:10,4.526,
12/23/2020 18:15,4.521,
12/23/2020 18:20,4.517,
12/23/2020 18:25,4.513,
12/23/2020 18:30,4.509,
12/23/2020 18:35,4.507,
12/23/2020 18:40,4.505,
12/23/2020 18:45,4.504,
12/23/2020 18:50,4.503,
12/23/2020 18:55,4.502,
12/23/2020 19:00,4.501,
12/23/2020 19:05,4.502,
12/23/2020 19:10,4.502,
12/23/2020 19:15,4.502,
12/23/2020 19:20,4.502,
12/23/2020 19:25,4.502,
12/23/2020 19:30,4.502,
12/23/2020 19:35,4.502,
12/23/2020 19:40,4.502,
12/23/2020 19:45,4.502,
12/23/2020 19:50,4.502,
12/23/2020 19:55,4.502,
12/23/2020 20:00,4.502,
12/23/2020 20:05,4.502,
12/23/2020 20:10,4.504,
12/23/2020 20:15,4.505,
12/23/2020 20:20,4.506,
12/23/2020 20:25,4.507,
12/23/2020 20:30,4.509,
12/23/2020 20:35,4.511,
12/23/2020 20:40,4.512,
12/23/2020 20:45,4.513,
12/23/2020 20:50,4.515,
12/23/2020 20:55,4.515,
12/23/2020 21:00,4.517,
12/23/2020 21:05,4.518,
12/23/2020 21:10,4.518,
12/23/2020 21:15,4.519,
12/23/2020 21:20,4.52,
12/23/2020 21:25,4.522,
12/23/2020 21:30,4.521,
12/23/2020 21:35,4.521,
12/23/2020 21:40,4.521,
12/23/2020 21:45,4.52,
12/23/2020 21:50,4.52,
12/23/2020 21:55,4.519,
12/23/2020 22:00,4.519,
12/23/2020 22:05,4.517,
12/23/2020 22:10,4.516,
12/23/2020 22:15,4.514,
12/23/2020 22:20,4.513,
12/23/2020 22:25,4.511,
12/23/2020 22:30,4.508,
12/23/2020 22:35,4.506,
12/23/2020 22:40,4.505,
12/23/2020 22:45,4.502,
12/23/2020 22:50,4.499,
12/23/2020 22:55,4.496,
12/23/2020 23:00,4.492,
12/23/2020 23:05,4.49,
12/23/2020 23:10,4.487,
12/23/2020 23:15,4.483,
12/23/2020 23:20,4.48,
12/23/2020 23:25,4.476,
12/23/2020 23:30,4.472,
12/23/2020 23:35,4.468,
12/23/2020 23:40,4.464,
12/23/2020 23:45,4.46,
12/23/2020 23:50,4.456,
12/23/2020 23:55,4.45,
12/24/2020 0:00,4.445,
12/24/2020 0:05,4.441,
12/24/2020 0:10,4.436,
12/24/2020 0:15,4.43,
12/24/2020 0:20,4.427,
12/24/2020 0:25,4.423,
12/24/2020 0:30,4.418,
12/24/2020 0:35,4.415,
12/24/2020 0:40,4.412,
12/24/2020 0:45,4.408,
12/24/2020 0:50,4.405,
12/24/2020 0:55,4.401,
12/24/2020 1:00,4.396,
12/24/2020 1:05,4.391,
12/24/2020 1:10,4.387,
12/24/2020 1:15,4.383,
12/24/2020 1:20,4.378,
12/24/2020 1:25,4.373,
12/24/2020 1:30,4.368,
12/24/2020 1:35,4.364,
12/24/2020 1:40,4.359,
12/24/2020 1:45,4.353,
12/24/2020 1:50,4.348,
12/24/2020 1:55,4.344,
12/24/2020 2:00,4.339,
12/24/2020 2:05,4.333,
12/24/2020 2:10,4.328,
12/24/2020 2:15,4.322,
12/24/2020 2:20,4.317,
12/24/2020 2:25,4.311,
12/24/2020 2:30,4.304,
12/24/2020 2:35,4.297,
12/24/2020 2:40,4.29,
12/24/2020 2:45,4.284,
12/24/2020 2:50,4.277,
12/24/2020 2:55,4.27,
12/24/2020 3:00,4.264,
12/24/2020 3:05,4.257,
12/24/2020 3:10,4.249,
12/24/2020 3:15,4.243,
12/24/2020 3:20,4.237,
12/24/2020 3:25,4.232,
12/24/2020 3:30,4.227,
12/24/2020 3:35,4.22,
12/24/2020 3:40,4.211,
12/24/2020 3:45,4.204,
12/24/2020 3:50,4.196,
12/24/2020 3:55,4.191,
12/24/2020 4:00,4.184,
12/24/2020 4:05,4.177,
12/24/2020 4:10,4.171,
12/24/2020 4:15,4.164,
12/24/2020 4:20,4.158,
12/24/2020 4:25,4.152,
12/24/2020 4:30,4.145,
12/24/2020 4:35,4.138,
12/24/2020 4:40,4.133,
12/24/2020 4:45,4.125,
12/24/2020 4:50,4.119,
12/24/2020 4:55,4.112,
12/24/2020 5:00,4.106,
12/24/2020 5:05,4.099,
12/24/2020 5:10,4.092,
12/24/2020 5:15,4.086,
12/24/2020 5:20,4.081,
12/24/2020 5:25,4.074,
12/24/2020 5:30,4.068,
12/24/2020 5:35,4.062,
12/24/2020 5:40,4.056,
12/24/2020 5:45,4.05,
12/24/2020 5:50,4.044,
12/24/2020 5:55,4.038,
12/24/2020 6:00,4.031,
12/24/2020 6:05,4.026,
12/24/2020 6:10,4.02,
12/24/2020 6:15,4.015,
12/24/2020 6:20,4.01,
12/24/2020 6:25,4.005,
12/24/2020 6:30,4,
12/24/2020 6:35,3.994,
12/24/2020 6:40,3.989,
12/24/2020 6:45,3.984,
12/24/2020 6:50,3.978,
12/24/2020 6:55,3.972,
12/24/2020 7:00,3.967,
12/24/2020 7:05,3.962,
12/24/2020 7:10,3.956,
12/24/2020 7:15,3.95,
12/24/2020 7:20,3.945,
12/24/2020 7:25,3.94,
12/24/2020 7:30,3.935,
12/24/2020 7:35,3.929,
12/24/2020 7:40,3.924,
12/24/2020 7:45,3.918,
12/24/2020 7:50,3.913,
12/24/2020 7:55,3.908,
12/24/2020 8:00,3.903,
12/24/2020 8:05,3.899,
12/24/2020 8:10,3.895,
12/24/2020 8:15,3.891,
12/24/2020 8:20,3.887,
12/24/2020 8:25,3.885,
12/24/2020 8:30,3.881,
12/24/2020 8:35,3.878,
12/24/2020 8:40,3.875,
12/24/2020 8:45,3.873,
12/24/2020 8:50,3.869,
12/24/2020 8:55,3.865,
12/24/2020 9:00,3.862,
12/24/2020 9:05,3.859,
12/24/2020 9:10,3.857,
12/24/2020 9:15,3.853,
12/24/2020 9:20,3.849,
12/24/2020 9:25,3.846,
12/24/2020 9:30,3.841,
12/24/2020 9:35,3.838,
12/24/2020 9:40,3.836,
12/24/2020 9:45,3.832,
12/24/2020 9:50,3.828,
12/24/2020 9:55,3.824,
12/24/2020 10:00,3.822,
12/24/2020 10:05,3.819,
12/24/2020 10:10,3.815,
12/24/2020 10:15,3.813,
12/24/2020 10:20,3.811,
12/24/2020 10:25,3.809,
12/24/2020 10:30,3.808,
12/24/2020 10:35,3.805,
12/24/2020 10:40,3.804,
12/24/2020 10:45,3.801,
12/24/2020 10:50,3.8,
12/24/2020 10:55,3.797,
12/24/2020 11:00,3.796,
12/24/2020 11:05,3.795,
12/24/2020 11:10,3.794,
12/24/2020 11:15,3.792,
12/24/2020 11:20,3.79,
12/24/2020 11:25,3.789,
12/24/2020 11:30,3.788,
12/24/2020 11:35,3.787,
12/24/2020 11:40,3.785,
12/24/2020 11:45,3.787,
12/24/2020 11:50,3.79,
12/24/2020 11:55,3.796,
12/24/2020 12:00,3.801,
12/24/2020 12:05,3.806,
12/24/2020 12:10,3.811,
12/24/2020 12:15,3.813,
12/24/2020 12:20,3.814,
12/24/2020 12:25,3.816,
12/24/2020 12:30,3.817,
12/24/2020 12:35,3.82,
12/24/2020 12:40,3.822,
12/24/2020 12:45,3.824,
12/24/2020 12:50,3.825,
12/24/2020 12:55,3.826,
12/24/2020 13:00,3.828,
12/24/2020 13:05,3.828,
12/24/2020 13:10,3.829,
12/24/2020 13:15,3.831,
12/24/2020 13:20,3.834,
12/24/2020 13:25,3.84,
12/24/2020 13:30,3.847,
12/24/2020 13:35,3.853,
12/24/2020 13:40,3.857,
12/24/2020 13:45,3.862,
12/24/2020 13:50,3.866,
12/24/2020 13:55,3.871,
12/24/2020 14:00,3.875,
12/24/2020 14:05,3.88,
12/24/2020 14:10,3.886,
12/24/2020 14:15,3.893,
12/24/2020 14:20,3.903,
12/24/2020 14:25,3.913,
12/24/2020 14:30,3.927,
12/24/2020 14:35,3.941,
12/24/2020 14:40,3.956,
12/24/2020 14:45,3.971,
12/24/2020 14:50,3.983,
12/24/2020 14:55,3.997,
12/24/2020 15:00,4.011,
12/24/2020 15:05,4.025,
12/24/2020 15:10,4.038,
12/24/2020 15:15,4.052,
12/24/2020 15:20,4.068,
12/24/2020 15:25,4.084,
12/24/2020 15:30,4.1,
12/24/2020 15:35,4.115,
12/24/2020 15:40,4.13,
12/24/2020 15:45,4.145,
12/24/2020 15:50,4.16,
12/24/2020 15:55,4.171,
12/24/2020 16:00,4.184,
12/24/2020 16:05,4.196,
12/24/2020 16:10,4.207,
12/24/2020 16:15,4.216,
12/24/2020 16:20,4.224,
12/24/2020 16:25,4.23,
12/24/2020 16:30,4.235,
12/24/2020 16:35,4.238,
12/24/2020 16:40,4.239,
12/24/2020 16:45,4.24,
12/24/2020 16:50,4.24,
12/24/2020 16:55,4.238,
12/24/2020 17:00,4.235,
12/24/2020 17:05,4.23,
12/24/2020 17:10,4.226,
12/24/2020 17:15,4.223,
12/24/2020 17:20,4.218,
12/24/2020 17:25,4.214,
12/24/2020 17:30,4.209,
12/24/2020 17:35,4.205,
12/24/2020 17:40,4.2,
12/24/2020 17:45,4.196,
12/24/2020 17:50,4.192,
12/24/2020 17:55,4.187,
12/24/2020 18:00,4.182,
12/24/2020 18:05,4.179,
12/24/2020 18:10,4.175,
12/24/2020 18:15,4.172,
12/24/2020 18:20,4.169,
12/24/2020 18:25,4.167,
12/24/2020 18:30,4.165,
12/24/2020 18:35,4.164,
12/24/2020 18:40,4.163,
12/24/2020 18:45,4.162,
12/24/2020 18:50,4.162,
12/24/2020 18:55,4.161,
12/24/2020 19:00,4.161,
12/24/2020 19:05,4.162,
12/24/2020 19:10,4.163,
12/24/2020 19:15,4.165,
12/24/2020 19:20,4.166,
12/24/2020 19:25,4.168,
12/24/2020 19:30,4.169,
12/24/2020 19:35,4.171,
12/24/2020 19:40,4.173,
12/24/2020 19:45,4.175,
12/24/2020 19:50,4.178,
12/24/2020 19:55,4.18,
12/24/2020 20:00,4.182,
12/24/2020 20:05,4.183,
12/24/2020 20:10,4.185,
12/24/2020 20:15,4.187,
12/24/2020 20:20,4.189,
12/24/2020 20:25,4.191,
12/24/2020 20:30,4.194,
12/24/2020 20:35,4.196,
12/24/2020 20:40,4.199,
12/24/2020 20:45,4.202,
12/24/2020 20:50,4.204,
12/24/2020 20:55,4.207,
12/24/2020 21:00,4.211,
12/24/2020 21:05,4.214,
12/24/2020 21:10,4.219,
12/24/2020 21:15,4.223,
12/24/2020 21:20,4.228,
12/24/2020 21:25,4.232,
12/24/2020 21:30,4.236,
12/24/2020 21:35,4.241,
12/24/2020 21:40,4.246,
12/24/2020 21:45,4.251,
12/24/2020 21:50,4.256,
12/24/2020 21:55,4.262,
12/24/2020 22:00,4.267,
12/24/2020 22:05,4.272,
12/24/2020 22:10,4.278,
12/24/2020 22:15,4.283,
12/24/2020 22:20,4.289,
12/24/2020 22:25,4.294,
12/24/2020 22:30,4.3,
12/24/2020 22:35,4.305,
12/24/2020 22:40,4.311,
12/24/2020 22:45,4.316,
12/24/2020 22:50,4.321,
12/24/2020 22:55,4.327,
12/24/2020 23:00,4.333,
12/24/2020 23:05,4.339,
12/24/2020 23:10,4.345,
12/24/2020 23:15,4.35,
12/24/2020 23:20,4.356,
12/24/2020 23:25,4.362,
12/24/2020 23:30,4.368,
12/24/2020 23:35,4.374,
12/24/2020 23:40,4.379,
12/24/2020 23:45,4.384,
12/24/2020 23:50,4.389,
12/24/2020 23:55,4.395,
12/25/2020 0:00,4.4,
12/25/2020 0:05,4.406,
12/25/2020 0:10,4.413,
12/25/2020 0:15,4.419,
12/25/2020 0:20,4.425,
12/25/2020 0:25,4.43,
12/25/2020 0:30,4.435,
12/25/2020 0:35,4.44,
12/25/2020 0:40,4.446,
12/25/2020 0:45,4.452,
12/25/2020 0:50,4.457,
12/25/2020 0:55,4.462,
12/25/2020 1:00,4.466,
12/25/2020 1:05,4.47,
12/25/2020 1:10,4.474,
12/25/2020 1:15,4.48,
12/25/2020 1:20,4.484,
12/25/2020 1:25,4.489,
12/25/2020 1:30,4.494,
12/25/2020 1:35,4.5,
12/25/2020 1:40,4.505,
12/25/2020 1:45,4.51,
12/25/2020 1:50,4.515,
12/25/2020 1:55,4.52,
12/25/2020 2:00,4.525,
12/25/2020 2:05,4.529,
12/25/2020 2:10,4.533,
12/25/2020 2:15,4.537,
12/25/2020 2:20,4.542,
12/25/2020 2:25,4.548,
12/25/2020 2:30,4.553,
12/25/2020 2:35,4.558,
12/25/2020 2:40,4.563,
12/25/2020 2:45,4.568,
12/25/2020 2:50,4.573,
12/25/2020 2:55,4.578,
12/25/2020 3:00,4.583,
12/25/2020 3:05,4.587,
12/25/2020 3:10,4.591,
12/25/2020 3:15,4.595,
12/25/2020 3:20,4.6,
12/25/2020 3:25,4.605,
12/25/2020 3:30,4.61,
12/25/2020 3:35,4.614,
12/25/2020 3:40,4.619,
12/25/2020 3:45,4.623,
12/25/2020 3:50,4.627,
12/25/2020 3:55,4.631,
12/25/2020 4:00,4.636,
12/25/2020 4:05,4.64,
12/25/2020 4:10,4.645,
12/25/2020 4:15,4.65,
12/25/2020 4:20,4.655,
12/25/2020 4:25,4.66,
12/25/2020 4:30,4.665,
12/25/2020 4:35,4.671,
12/25/2020 4:40,4.676,
12/25/2020 4:45,4.681,
12/25/2020 4:50,4.686,
12/25/2020 4:55,4.691,
12/25/2020 5:00,4.696,
12/25/2020 5:05,4.702,
12/25/2020 5:10,4.707,
12/25/2020 5:15,4.712,
12/25/2020 5:20,4.718,
12/25/2020 5:25,4.724,
12/25/2020 5:30,4.729,
12/25/2020 5:35,4.734,
12/25/2020 5:40,4.74,
12/25/2020 5:45,4.746,
12/25/2020 5:50,4.752,
12/25/2020 5:55,4.757,
12/25/2020 6:00,4.762,
12/25/2020 6:05,4.767,
12/25/2020 6:10,4.772,
12/25/2020 6:15,4.777,
12/25/2020 6:20,4.781,
12/25/2020 6:25,4.787,
12/25/2020 6:30,4.793,
12/25/2020 6:35,4.798,
12/25/2020 6:40,4.803,
12/25/2020 6:45,4.809,
12/25/2020 6:50,4.815,
12/25/2020 6:55,4.82,
12/25/2020 7:00,4.826,
